Num,Brand,Model_Name,Processor,Operating_System,Storage_MB,RAM_GB,Screen_Size,Touch_Screen,Price
278,HP,15s-fy5007TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
279,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
280,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
281,DELL,Inspiron 3530,Core i5,Windows 11 Home,1000,16,39.62,No,779.88
282,ASUS,Chromebook,Celeron Dual Core,Chrome,64,4,35.56,Yes,287.99
283,Acer,A315-59,Core i3,Windows 11 Home,512,8,39.62,No,382.68
284,Acer,ANV15-51,Core i5,Windows 11 Home,512,8,39.62,No,755.88
285,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
286,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
287,MSI,Thin GF63 12VE-070IN,Core i7,Windows 11 Home,2000,16,39.62,No,959.88
288,HP,15-fb0150AX,Ryzen 5 Hexa Core,Windows 11 Home,512,16,39.62,Yes,659.99
289,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
290,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
291,HP,14-dv1000TU,Core i5,Windows 11 Home,512,8,35.56,No,692.16
292,DELL,Inspiron,Core i5,Windows 11 Home,512,8,39.62,No,842.39
293,DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512,16,96.52,No,1116.04
294,Lenovo,15ACH6H,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,1187.88
295,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
296,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
297,Infinix,ZL513,Core i7,Windows 11 Home,1000,32,39.62,No,695.88
298,DELL,G15-5520,Core i7,Windows 11 Home,512,16,96.52,No,1772.27
299,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
300,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
301,Apple,MacBook Pro,M2,Mac OS Monterey,512,8,33.78,No,1643.88
302,HP,15s,Core i3,Windows 11 Home,512,8,39.62,Yes,474.60
303,MSI,Katana 15 B12VFK-299IN,Core i7,Windows 11 Home,4000,16,39.62,No,1247.88
304,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
305,HP,15s FR2508TU,Core i3,Windows 11 Home,512,8,39.62,No,462.00
306,Acer,Aspire 5,Core i5,Windows 11 Home,512,8,39.62,No,599.88
307,ASUS,TUF Gaming F15,Core i7,Windows 11 Home,1000,16,39.62,Yes,899.88
308,ASUS,FX707ZC4-HX048WS,Core i5,Windows 11 Home,3000,8,43.94,No,1031.88
309,HP,15s- eq2223AU,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,522.00
310,MSI,Katana 17 B13VEK-254IN,Core i7,Windows 11 Home,4000,16,43.94,No,1331.88
311,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
312,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
313,Lenovo,15IRH8,Core i7,Windows 11 Home,512,16,39.62,No,1295.88
314,HP,15-fd0019TU,Core i3,Windows 11 Home,512,8,39.62,No,565.43
315,CHUWI,CoreBook X,Core i5,Windows 11 Home,1000,16,35.56,No,395.88
316,CHUWI,CoreBook X,Core i3,Windows 11 Home,512,8,35.56,No,299.88
317,ASUS,FX507ZC4-HN116W,Core i5,Windows 11 Home,2000,16,39.62,No,1031.88
318,DELL,Inspiron 3505,Ryzen 3 Dual Core,Windows 10,1000,8,39.62,No,430.26
319,ASUS,K3605ZC-MBN542WS,Core i5,Windows 11 Home,512,16,40.64,No,839.88
320,HP,15-eg2017TU,Core i3,Windows 11 Home,512,8,39.62,No,627.00
321,CHUWI,FreeBook,Core i3,Windows 11 Home,512,12,34.29,Yes,407.88
322,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
323,MSI,Thin GF63 12VE-664IN,Core i7,Windows 11 Home,2000,16,39.62,No,1091.88
324,ASUS,X515JA-BQ322WS,Core i3,Windows 11 Home,512,8,39.62,No,407.88
325,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
326,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
327,ASUS,Vivobook 15 X1504ZA,Core i5,Windows 11 Home,512,8,39.62,Yes,575.88
328,HP,15s FR2508TU,Core i3,Windows 11 Home,512,8,39.62,Yes,462.00
329,Infinix,Inbook,Core i5,Windows 11 Home,512,16,35.56,No,419.88
330,DELL,Inspiron 3520,Core i3,Windows 11 Home,512,8,39.62,No,504.00
331,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
332,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
333,HP,XD0007ax,Ryzen 7 Octa Core,Windows 11 Home,1000,16,40.89,No,1331.88
334,HP,16-wd0880TX,Core i5,Windows 11 Home,512,16,40.89,No,1139.88
335,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
336,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
337,Infinix,XL25,Core i3,Windows 11 Home,256,8,39.62,No,359.88
338,ASUS,CM3000DVA-HT0038,MediaTek Kompanio 500,Chrome,128,4,26.67,Yes,275.88
339,MSI,Titan GT77HX 13VH-093IN,Core i9,Windows 11 Home,6000,64,43.94,No,5879.88
340,ASUS,X1502ZA-EJ331WS,Core i3,Windows 11 Home,512,8,39.62,No,551.88
341,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
342,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
343,ASUS,K513EA-L312WS,Core i3,Windows 11 Home,512,8,39.62,No,546.00
344,ASUS,X515EA-EJ522WS,Core i5,Windows 11 Home,512,8,39.62,No,541.39
345,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
346,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
347,Lenovo,15IAU7,Core i3,Windows 11 Home,256,8,39.62,No,389.88
348,Lenovo,V15 G4,Ryzen 3 Quad Core,DOS,512,8,39.62,No,335.88
349,SAMSUNG,Galaxy Book3 Pro 360,Core i7,Windows 11 Home,512,16,40.64,Yes,1847.88
350,DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512,8,35.56,No,467.88
351,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
352,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
353,Acer,A515-56,Core i5,Windows 11 Home,512,8,39.62,No,587.88
354,Acer,Aspire Lite,Core i5,Windows 11 Home,512,8,39.62,Yes,472.19
355,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
356,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
357,Lenovo,14M868,MediaTek Kompanio 520,Chrome,128,8,35.56,No,251.88
358,HP,Pavilion x360 2-in-1,Core i7,Windows 11 Home,512,16,35.56,Yes,1079.88
359,HP,14-dv2053TU,Core i5,Windows 11 Home,512,8,35.56,No,731.88
360,Lenovo,V15 G2 ALC,Ryzen 3 Quad Core,Windows 11 Home,512,8,39.62,No,407.99
361,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
362,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
363,ASUS,E1404FA-NK322WS,Ryzen 3 Quad Core,Windows 11 Home,512,8,35.56,No,413.88
364,Infinix,Inbook,Core i7,Windows 11 Home,512,16,35.56,No,587.88
365,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
366,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
367,DELL,Inspiron 3505,Ryzen 3 Dual Core,Windows 10,1000,8,39.62,No,430.26
368,HP,14s,Ryzen 5 Hexa Core,Windows 10 Home,512,8,35.56,No,638.40
369,DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,611.88
370,HP,15s-fq2717TU,Core i3,Windows 11 Home,2000,8,39.62,No,449.88
371,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
372,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
373,Acer,Swift Go 14,Ryzen 5 Hexa Core,Windows 11 Home,512,8,35.56,No,659.88
374,HP,15s-fq5112TU,Core i5,Windows 11 Home,512,16,39.62,No,695.88
375,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
376,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
377,ASUS,X515EA-EZ311WS,Core i3,Windows 11 Home,-1,8,39.62,Yes,467.88
378,MSI,Katana 15 B12UDXK-1006IN,Core i5,Windows 11 Home,4000,8,39.62,No,875.88
379,HP,XD0007ax,Ryzen 7 Octa Core,Windows 11 Home,1000,16,40.89,No,1331.88
380,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
381,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
382,Lenovo,14ITL6,Core i3,Windows 11 Home,512,8,35.56,No,419.88
383,DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512,16,96.52,No,1116.04
384,CHUWI,CoreBook X,Core i5,Windows 11 Home,1000,16,35.56,No,395.88
385,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
386,HP,Pavilion,Core i5,Windows 11 Home,512,16,35.56,Yes,785.99
387,DELL,Inspiron 5430,Core i5,Windows 11 Home,1000,8,35.56,Yes,814.68
388,DELL,Inspiron 3520,Core i3,Windows 11 Home,512,8,39.62,No,454.63
389,DELL,VOSTRO,Core i5,Windows 11 Home,512,8,35.56,Yes,653.88
390,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
391,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
392,ASUS,X515JA-BQ322WS,Core i3,Windows 11 Home,512,8,39.62,No,407.88
393,Acer,A515-56,Core i5,Windows 11 Home,512,8,39.62,No,587.88
394,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
395,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
396,HP,Pavilion x360 2-in-1,Core i7,Windows 11 Home,512,16,35.56,Yes,1079.88
397,DELL,Inspiron 3511,Core i3,Windows 11 Home,1000,8,96.52,No,461.99
398,ASUS,RC71L-NH001W,Ryzen Z1 Octa Core,Windows 11 Home,512,16,17.78,Yes,719.88
399,Acer,Nitro,Ryzen 5 Hexa Core,Windows 10 Home,1000,8,39.62,No,755.88
400,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
401,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
402,HP,15s-du3517TU,Core i5,Windows 11 Home,512,8,39.62,No,596.99
403,ASUS,CX1500CKA-EJ0277,Celeron Dual Core,Chrome,128,4,39.62,No,203.88
404,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
405,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
406,ASUS,X1404VA-NK542WS,Core i5,Windows 11 Home,512,16,35.56,No,719.88
407,Lenovo,15APH8,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,1007.88
408,Lenovo,15ACH6,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,634.68
409,DELL,Inspiron 15 3511,Core i5,Windows 11 Home,512,8,39.62,Yes,551.88
410,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
411,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
412,MSI,Raider GE66 12UGS,Core i7,Windows 11 Home,1000,16,39.62,No,1772.92
413,Acer,CB314-3H,Celeron Dual Core,Chrome,128,8,35.56,No,287.88
414,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
415,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
416,ASUS,FX507VU-LP083WS,Core i7,Windows 11 Home,512,16,39.62,No,1439.88
417,Infinix,XL30,Celeron Quad Core,Windows 11 Home,128,4,39.62,No,251.88
418,ASUS,FX506LHB-HN355W | FX506LH-HN258W,Core i5,Windows 11 Home,512,8,39.62,No,599.88
419,HP,Pavilion 15-EH3101AU,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,Yes,775.20
420,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
421,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
422,GIGABYTE,G5 MF-E2IN313SH,Core i5,Windows 11 Home,512,16,39.62,No,875.88
423,Lenovo,15ITL6,Core i3,Windows 11 Home,256,8,39.62,No,413.88
424,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
425,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
426,ASUS,X1500EA,Core i3,Windows 11 Home,512,8,39.62,No,455.88
427,ASUS,GZ301ZE-LC193WS,Core i9,Windows 11 Home,1000,16,34.04,Yes,2399.88
428,MSI,GF63 Thin 11SC-1493IN,Core i5,Windows 11 Home,4000,16,39.62,No,587.88
429,Lenovo,16ARH7H,Ryzen 7 Octa Core,Windows 11 Home,1000,16,40.64,No,1319.88
430,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
431,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
432,Lenovo,Ideapad 5 14ABR8,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,796.66
433,Acer,A715-51G,Core i5,Windows 11 Home,512,8,39.62,No,702.00
434,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
435,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
436,realme,Book Prime,Core i5,Windows 11 Home,512,16,35.56,No,683.99
437,HP,15-fh0015AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,39.62,Yes,946.68
438,Lenovo,ThinkBook 15 Gen 2,Core i5,Windows 10 Home,1000,16,38.1,No,706.68
439,HP,15s-eq2132au,Ryzen 5 Hexa Core,Windows 11 Home,512,16,39.62,No,553.80
440,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
441,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
442,ASUS,K3405ZF-LY542WS,Core i5,Windows 11 Home,512,16,35.56,No,779.88
443,ASUS,FX506LHB-HN355W | FX506LH-HN258W,Core i5,Windows 11 Home,512,8,39.62,No,599.88
444,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
445,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
446,ASUS,G533ZXZ-LN116WS,Core i9,Windows 11 Home,1000,32,39.62,No,2159.88
447,MSI,Modern 14 C13M-435IN,Core i7,Windows 11 Home,512,16,35.56,No,779.88
448,ASUS,G614JU-N3221WS,Core i5,Windows 11 Home,1000,16,40.64,No,1739.88
449,Acer,A715-76G,Core i5,Windows 11 Home,512,16,39.62,No,659.88
450,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
451,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
452,SAMSUNG,Galaxy Book3 Pro,Core i7,Windows 11 Home,512,16,35.56,No,1499.88
453,GIGABYTE,G5 MF-E2IN313SH,Core i5,Windows 11 Home,512,16,39.62,No,875.88
454,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
455,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
456,WINGS,WL-Nuvobook S2-SLV,Core i3,Windows 11 Home,512,8,39.62,No,311.88
457,HP,15-eg2091T,Core i5,Windows 11 Home,512,16,39.62,No,898.80
458,Infinix,XL30,Celeron Quad Core,Windows 11 Home,128,4,39.62,No,251.88
459,ASUS,M1603QA-MB511WS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,40.64,No,646.68
460,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
461,HP,14-dy1013TU,Core i7,Windows 11 Home,512,16,35.56,Yes,1031.99
462,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
463,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
464,Lenovo,15IHU6,Core i5,Windows 11 Home,512,8,39.62,No,575.88
465,GIGABYTE,G5 GE-51IN263SH,Core i5,Windows 11 Home,512,8,39.62,No,695.88
466,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
467,HP,Pavilion x360,Core i5,Windows 11 Home,512,16,35.56,Yes,941.62
468,Infinix,INBook X1,Core i3,Windows 11 Home,256,8,35.56,No,455.99
469,HP,15-fa1060TX,Core i5,Windows 11 Home,512,16,39.62,Yes,1199.99
470,HP,ef2033TU,Core i7,Windows 11 Home,1000,16,34.29,Yes,1661.88
471,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
472,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
473,Lenovo,IdeaPad Slim 3i,Core i3,Windows 11 Home,512,8,39.62,Yes,532.80
474,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
475,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
476,ASUS,M6500QFB-LK741WS,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,815.88
477,Lenovo,s14,Core i5,Windows 11 Home,512,8,35.56,Yes,563.76
478,Acer,Aspire 3,Core i3,Windows 11 Home,512,8,39.62,No,443.88
479,HP,255 G8,Athlon Dual Core,Windows 11 Home,256,8,39.62,Yes,292.79
480,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
481,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
482,MSI,Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050,Core i7,Windows 11 Home,1000,32,40.64,Yes,1919.88
483,ASUS,X415EA-EK326WS,Core i3,Windows 11 Home,2000,8,35.56,No,390.00
484,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
485,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
486,Infinix,XL28,Core i5,Windows 11 Home,512,8,39.62,No,359.88
487,Acer,AN515-47,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,933.48
488,HP,Victus,Ryzen 7 Octa Core,Windows 11 Home,512,8,38.1,Yes,736.80
489,Infinix,XL21,Core i7,Windows 11 Home,512,16,35.56,No,659.88
490,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
491,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
492,HP,HP 240 G8 (689U2PA),Core i3,Windows 11 Pro,512,8,35.56,Yes,413.88
493,ASUS,KM513UA-L713WS,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,767.88
494,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
495,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
496,MICROSOFT,QEZ-00065,Core i5,Windows 11 Home,256,8,33.02,Yes,1367.88
497,HP,EG2002TU,Core i5,Windows 11 Home,512,16,39.62,No,820.80
498,HP,15-fd0022TU,Core i5,Windows 11 Home,512,8,39.62,No,725.88
499,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
500,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
501,Lenovo,IdeaPad Slim 5i,Core i5,Windows 11 Home,512,16,40.64,No,839.88
502,DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,1125.97
503,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
504,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
505,MSI,Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050,Core i7,Windows 11 Home,1000,32,40.64,Yes,1919.88
506,DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256,8,39.62,No,395.88
507,HP,15s FR2508TU,Core i3,Windows 11 Home,512,8,39.62,Yes,462.00
508,Infinix,XL28,Core i5,Windows 11 Home,512,8,39.62,No,359.88
509,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
510,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
511,HP,15s-fq5013nia,Core i5,Windows 11 Home,512,8,39.62,No,695.88
512,DELL,Inspiron 13 7000,Core i5,Windows 10 Home,256,8,33.78,Yes,843.48
513,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
514,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
515,ASUS,KM513UA-L512WS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,39.62,No,707.88
516,SAMSUNG,Galaxy Book3 360,Core i7,Windows 11 Home,1000,16,33.78,Yes,1607.88
517,ASUS,Vivobook Pro 15 Creator,Ryzen 5,Windows 11 Home,512,16,39.62,Yes,731.32
518,ASUS,CX1400FKA-EC0158,Celeron Dual Core,Chrome,64,4,35.56,Yes,309.01
519,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
520,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
521,Acer,Aspire 5 Gaming,Core i5,Windows 11 Home,512,8,39.62,No,659.88
522,HP,15s-dy3501TU,Core i3,Windows 11 Home,512,8,39.62,No,550.79
523,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
524,Acer,Swift Go 14,Ryzen 5 Hexa Core,Windows 11 Home,512,8,35.56,No,575.88
525,Acer,AN515-57,Core i5,Windows 11 Home,512,8,39.62,No,839.88
526,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
527,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
528,HP,15s- eq2213AU,Ryzen 3 Quad Core,Windows 11 Home,512,8,39.62,No,443.88
529,ASUS,UM3402YA-KM541WS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,839.88
530,Lenovo,E41-55,Athlon Dual Core,DOS,-1,4,35.56,No,251.88
531,HP,245 G8,Ryzen 5 Quad Core,Windows 11 Home,512,8,35.56,Yes,492.00
532,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
533,ASUS,TUF GAMING F15,Core i5,Windows 11 Home,1000,8,39.62,Yes,671.88
534,ASUS,X515EA-EJ701WS,Core i7,Windows 11 Home,512,16,39.62,No,719.88
535,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
536,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
537,DELL,Latitude 3420,Core i5,Ubuntu,512,8,35.56,Yes,533.88
538,Infinix,XL30,Celeron Quad Core,Windows 11 Home,128,4,39.62,No,251.88
539,Lenovo,16APH8,Ryzen 7 Octa Core,Windows 11 Home,512,16,40.64,No,1367.88
540,ASUS,M6500QC-HN542WS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,39.62,No,852.00
541,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
542,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
543,DELL,Gaming 5530,Core i5,Windows 11 Home,512,16,39.62,No,1075.79
544,Acer,Aspire 7,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,573.00
545,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
546,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
547,ASUS,Vivobook S 14 Flip,Ryzen 5,Windows 11 Home,1000,16,35.56,Yes,784.69
548,DELL,Latitude 3420,Core i3,Windows 10 Pro,256,8,35.56,Yes,431.88
549,DELL,Vostro 3425,Ryzen 3 Quad Core,Windows 11 Home,512,8,35.0,No,458.38
550,DELL,Alienware x17 R2,Core i7,Windows 11 Home,1000,32,43.94,No,2854.68
551,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
552,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
553,MSI,Raider GE78 HX 13VI-087IN,Core i9,Windows 11 Home,4000,64,43.94,No,4450.68
554,HP,14s- dy2506TU,Core i3,Windows 11 Home,256,8,35.56,No,440.28
